Entity,Code,Day,Alpha,Beta,Gamma,Delta,Omicron (BA.1),Omicron (BA.2),Omicron (BA.2.12.1),Omicron (BA.2.75),Omicron (BA.4),Omicron (BA.5),Omicron (BQ.1),Omicron (XBB),Omicron (XBB.1.5),Omicron (XBB.1.16),Omicron (CH.1.1),Omicron (XBB.1.9),Omicron (XBB.2.3),Omicron (EG.5.1),Recombinant,non_who
Belgium,BEL,2021-08-16,20,0,9,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Belgium,BEL,2021-08-30,11,0,0,4399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Belgium,BEL,2021-09-13,0,0,0,3857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2021-09-27,1,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Belgium,BEL,2021-10-11,3,0,0,3057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2021-10-25,0,0,0,3855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,BEL,2021-11-08,0,0,0,3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2021-11-22,1,0,0,4198,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,BEL,2021-12-06,0,0,1,4522,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Belgium,BEL,2021-12-20,0,0,0,3711,1220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
Belgium,BEL,2022-01-03,1,0,0,1411,3139,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Belgium,BEL,2022-01-17,0,0,0,320,6251,131,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Belgium,BEL,2022-01-31,0,0,0,59,6878,789,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Belgium,BEL,2022-02-14,0,0,0,16,4771,1845,0,0,0,1,0,0,0,0,0,0,0,0,7,4
Belgium,BEL,2022-02-28,0,0,0,6,3649,2980,0,0,0,0,0,0,0,0,0,0,0,0,13,3
Belgium,BEL,2022-03-14,0,0,0,8,1720,3587,0,0,0,0,0,0,0,0,0,0,0,0,33,1
Belgium,BEL,2022-03-28,0,0,0,2,563,4363,0,0,0,0,0,0,0,0,0,0,0,0,18,0
Belgium,BEL,2022-04-11,0,0,0,1,196,4002,0,0,9,0,0,0,0,0,0,0,0,0,23,1
Belgium,BEL,2022-04-25,0,0,0,1,77,3512,2,0,8,2,0,0,0,0,0,0,0,0,23,1
Belgium,BEL,2022-05-09,0,0,0,0,24,2894,12,0,64,22,0,0,0,0,0,0,0,0,15,0
Belgium,BEL,2022-05-23,0,0,0,0,13,2090,36,0,93,115,0,0,0,0,0,0,0,0,6,0
Belgium,BEL,2022-06-06,0,0,0,1,2,1056,73,0,121,449,0,0,0,0,0,0,0,0,1,0
Belgium,BEL,2022-06-20,0,0,0,0,4,882,151,0,238,1601,0,0,0,0,0,0,0,0,12,0
Belgium,BEL,2022-07-04,0,0,0,0,2,384,98,0,296,3128,0,0,0,0,0,0,0,0,5,0
Belgium,BEL,2022-07-18,0,0,0,0,2,142,45,0,213,3319,0,0,0,0,0,0,0,0,16,0
Belgium,BEL,2022-08-01,0,0,0,1,2,29,29,3,120,2645,0,0,0,0,0,0,0,0,9,0
Belgium,BEL,2022-08-15,0,0,0,2,3,10,8,13,91,1955,0,0,0,0,0,0,0,0,9,0
Belgium,BEL,2022-08-29,0,0,0,0,2,5,0,12,59,1545,2,0,0,0,0,0,0,0,11,0
Belgium,BEL,2022-09-12,0,0,0,0,0,2,1,31,81,1491,9,0,0,0,0,0,0,0,8,0
Belgium,BEL,2022-09-26,0,0,0,0,1,0,0,31,111,1576,58,5,0,0,1,0,0,0,4,0
Belgium,BEL,2022-10-10,0,0,0,0,1,13,0,67,114,1936,202,11,0,0,0,0,0,0,3,0
Belgium,BEL,2022-10-24,0,0,0,0,0,6,0,67,64,1275,329,12,0,0,1,0,0,0,5,0
Belgium,BEL,2022-11-07,0,0,0,0,0,4,1,36,23,496,240,12,0,0,0,0,0,0,1,0
Belgium,BEL,2022-11-21,0,0,0,0,1,4,0,33,7,231,304,15,0,0,1,1,0,0,0,0
Belgium,BEL,2022-12-05,0,0,0,0,1,3,0,33,6,186,486,34,0,0,6,0,0,0,2,0
Belgium,BEL,2022-12-19,0,0,0,0,0,2,0,66,7,136,663,40,1,0,11,0,0,0,3,0
Belgium,BEL,2023-01-02,0,0,0,0,0,0,0,46,1,66,543,39,5,0,26,0,0,0,8,0
Belgium,BEL,2023-01-16,0,0,0,0,0,1,0,44,1,66,448,31,10,0,38,4,0,0,6,0
Belgium,BEL,2023-01-30,0,0,0,0,1,1,0,20,1,27,278,21,28,0,55,5,0,0,6,0
Belgium,BEL,2023-02-13,0,0,0,0,0,0,0,29,0,34,351,24,126,0,108,24,0,0,19,0
Belgium,BEL,2023-02-27,0,0,0,0,0,1,0,25,0,20,260,13,317,0,151,78,2,0,20,0
Belgium,BEL,2023-03-13,0,0,0,0,0,0,0,9,0,10,144,20,476,0,131,192,3,0,20,0
Belgium,BEL,2023-03-27,0,0,0,0,0,0,0,5,0,4,51,5,377,0,82,147,11,0,13,0
Belgium,BEL,2023-04-10,0,0,0,0,0,0,0,1,0,0,21,4,352,7,36,174,12,0,5,0
Belgium,BEL,2023-04-24,0,0,0,0,1,0,0,1,0,2,14,7,199,5,19,145,12,0,3,0
Belgium,BEL,2023-05-08,0,0,0,0,0,0,0,0,0,2,5,4,129,10,8,106,11,0,3,0
Belgium,BEL,2023-05-22,0,0,0,0,0,0,0,0,0,0,3,5,78,22,7,80,11,0,0,0
Belgium,BEL,2023-06-05,0,0,0,0,0,0,0,0,0,1,0,4,52,17,2,41,2,0,0,0
Belgium,BEL,2023-08-14,0,0,0,0,0,0,0,0,0,0,0,4,11,28,2,14,14,87,1,0
Belgium,BEL,2023-08-28,0,0,0,0,0,0,0,0,0,0,0,2,35,51,1,17,32,124,3,0
Belgium,BEL,2023-09-11,0,0,0,0,0,3,0,0,0,0,1,2,30,39,4,14,28,92,1,0
Belgium,BEL,2023-09-25,0,0,0,0,0,0,0,0,0,0,1,2,14,22,3,14,15,63,1,0
Belize,BLZ,2022-01-03,0,0,0,20,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2021-12-20,0,0,0,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2022-01-03,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-10-11,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-10-25,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-11-08,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-11-22,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-12-06,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2021-12-20,0,0,0,177,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,2022-01-03,0,0,0,117,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2021-06-21,0,33,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Botswana,BWA,2021-07-05,0,14,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botswana,BWA,2021-08-30,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2021-09-13,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2021-11-22,0,0,0,92,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2021-12-20,0,0,0,6,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Botswana,BWA,2022-01-03,0,0,0,0,398,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Botswana,BWA,2022-01-17,0,0,0,0,161,26,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Botswana,BWA,2022-06-20,0,0,0,0,0,1,0,0,188,56,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2022-07-04,0,0,0,0,0,0,0,0,109,25,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2021-03-01,50,0,1352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541
Brazil,BRA,2021-03-15,89,8,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
Brazil,BRA,2021-03-29,122,0,2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
Brazil,BRA,2021-04-12,170,3,3524,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Brazil,BRA,2021-04-26,119,0,3780,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
Brazil,BRA,2021-05-10,84,0,3766,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Brazil,BRA,2021-05-24,97,1,4252,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Brazil,BRA,2021-06-07,167,0,4990,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Brazil,BRA,2021-06-21,151,0,5379,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Brazil,BRA,2021-07-05,86,0,5567,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Brazil,BRA,2021-07-19,33,0,5057,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Brazil,BRA,2021-08-02,40,0,4359,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Brazil,BRA,2021-08-16,12,1,3419,2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
Brazil,BRA,2021-08-30,6,0,1828,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Brazil,BRA,2021-09-13,1,0,911,6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brazil,BRA,2021-09-27,1,0,431,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brazil,BRA,2021-10-11,0,0,195,5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brazil,BRA,2021-10-25,0,0,42,4223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brazil,BRA,2021-11-08,0,0,26,4285,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Brazil,BRA,2021-11-22,0,0,11,4644,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2021-12-06,0,0,11,3926,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brazil,BRA,2021-12-20,0,0,16,2528,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2022-01-03,0,0,33,940,2963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Brazil,BRA,2022-01-17,0,0,0,311,12661,23,0,0,1,0,0,0,0,0,0,0,0,0,0,36
Brazil,BRA,2022-01-31,0,0,0,39,10892,85,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Brazil,BRA,2022-02-14,0,0,2,4,8123,102,0,0,1,13,0,0,0,0,0,0,0,0,0,3
Brazil,BRA,2022-02-28,0,0,2,13,4391,128,0,0,2,1,0,0,0,0,0,0,0,0,2,0
Brazil,BRA,2022-03-14,0,0,0,2,3412,332,0,0,3,6,0,0,0,0,0,0,0,0,4,1
Brazil,BRA,2022-03-28,0,0,0,0,1066,342,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Brazil,BRA,2022-04-11,0,0,0,0,495,817,3,0,1,1,0,0,0,0,0,0,0,0,3,1
Brazil,BRA,2022-04-25,0,0,0,0,208,1035,5,0,3,1,0,0,0,0,0,0,0,0,10,0
Brazil,BRA,2022-05-09,0,0,0,2,132,1290,27,0,20,14,0,0,0,0,0,0,0,0,38,0
Brazil,BRA,2022-05-23,0,0,0,0,548,2698,72,0,67,111,0,0,0,0,0,0,0,0,86,0
Brazil,BRA,2022-06-06,0,0,0,0,48,2691,144,0,307,779,0,0,0,0,0,0,0,0,95,2
Brazil,BRA,2022-06-20,0,0,0,1,25,2022,152,0,922,1624,0,0,0,0,0,0,0,0,75,21
Brazil,BRA,2022-07-04,0,0,4,0,27,703,81,0,1167,3534,0,0,0,0,0,0,0,0,32,30
Brazil,BRA,2022-07-18,0,0,0,0,10,339,36,0,1233,4562,1,0,0,0,0,0,0,0,13,33
Brazil,BRA,2022-08-01,0,0,2,0,4,49,11,0,476,2381,1,0,0,0,0,0,0,0,6,2
Brazil,BRA,2022-08-15,0,0,0,0,8,23,3,0,311,1863,1,0,0,0,0,0,0,0,0,11
Brazil,BRA,2022-08-29,0,0,0,0,2,3,1,0,98,632,0,0,0,0,0,0,0,0,0,31
Brazil,BRA,2022-09-12,0,0,0,0,3,1,1,2,87,369,1,0,0,0,0,0,0,0,0,0
Brazil,BRA,2022-09-26,0,0,0,0,0,3,0,2,51,160,4,0,0,0,0,0,0,0,0,0
Brazil,BRA,2022-10-10,0,0,0,1,3,3,0,7,50,242,20,1,0,0,0,0,0,0,0,0
Brazil,BRA,2022-10-24,0,0,0,0,4,0,1,14,42,694,122,1,0,0,0,0,0,0,0,0
Brazil,BRA,2022-11-07,0,0,0,0,2,1,0,9,66,943,363,5,0,0,0,0,0,0,0,0
Brazil,BRA,2022-11-21,0,0,0,0,1,6,0,55,119,2443,2434,70,1,0,0,0,0,0,0,0
Brazil,BRA,2022-12-05,0,0,0,0,1,1,0,44,34,1129,2181,61,1,0,3,0,0,0,0,0
Brazil,BRA,2022-12-19,0,0,0,0,0,1,0,42,13,735,2033,72,21,0,2,2,0,0,0,0
Brazil,BRA,2023-01-02,0,0,0,0,0,0,0,24,3,320,1085,58,13,0,5,38,0,0,2,0
Brazil,BRA,2023-01-16,0,0,0,0,0,1,0,11,0,209,837,67,82,0,7,7,0,0,0,0
Brazil,BRA,2023-01-30,0,0,0,0,0,0,0,6,0,99,294,48,73,0,9,7,0,0,1,0
Brazil,BRA,2023-02-13,0,0,0,0,0,1,0,4,0,72,137,109,729,0,6,8,1,0,0,0
Brazil,BRA,2023-02-27,0,0,0,0,0,0,0,0,0,11,81,108,1093,0,7,3,2,0,0,0
Brazil,BRA,2023-03-13,0,0,0,0,0,0,0,1,0,5,30,70,674,0,5,10,8,0,0,0
Brazil,BRA,2023-03-27,0,0,0,0,0,0,0,0,1,1,21,51,500,0,1,12,17,0,4,0
Brazil,BRA,2023-04-10,0,0,0,0,0,0,0,0,0,5,14,29,463,1,3,13,26,0,0,0
Brazil,BRA,2023-04-24,0,0,0,0,0,1,0,0,0,2,12,43,412,1,2,16,11,0,2,0
Brazil,BRA,2023-05-08,0,0,0,0,0,0,0,0,0,1,0,67,432,1,0,21,9,1,0,0
Brazil,BRA,2023-05-22,0,0,0,0,0,0,0,0,0,0,5,38,401,1,0,14,17,0,0,0
Brazil,BRA,2023-06-05,0,0,0,0,0,0,0,0,0,0,5,30,403,2,0,28,18,0,0,0
Brazil,BRA,2023-06-19,0,0,0,0,0,0,0,0,0,0,0,16,411,0,0,17,11,0,1,0
Brazil,BRA,2023-07-03,0,0,0,0,0,0,0,0,0,0,0,23,194,0,0,0,12,0,0,0
Brazil,BRA,2023-07-17,0,0,0,0,0,0,0,0,0,0,0,22,159,4,0,6,14,1,0,0
Brazil,BRA,2023-07-31,0,0,0,0,0,0,0,0,0,0,0,6,103,1,0,2,5,1,0,0
Brazil,BRA,2023-08-14,0,0,0,0,0,0,0,0,0,0,0,7,150,2,0,11,7,2,0,0
Brazil,BRA,2023-08-28,0,0,0,0,0,0,0,0,0,0,0,4,138,8,0,19,7,8,0,0
Brunei,BRN,2021-11-22,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2021-12-06,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-01-17,0,0,0,67,49,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-01-31,0,0,0,13,46,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-02-14,0,0,0,1,5,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-02-28,0,0,0,0,1,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-03-14,0,0,0,0,2,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-03-28,0,0,0,0,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-06-20,0,0,0,0,0,128,0,0,2,50,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-07-04,0,0,0,0,0,47,0,0,11,144,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-08-15,0,0,0,0,0,2,0,1,0,334,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-08-29,0,0,0,0,0,1,0,6,0,228,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-09-12,0,0,0,0,0,1,0,6,0,152,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2022-09-26,0,0,0,0,0,2,0,14,1,145,6,3,0,0,0,0,0,0,4,0
Brunei,BRN,2022-10-10,0,0,0,0,0,2,0,13,4,121,0,16,0,0,0,0,0,0,16,0
Brunei,BRN,2022-10-24,0,0,0,0,0,2,0,15,0,86,4,43,0,0,0,0,0,0,36,0
Brunei,BRN,2022-11-07,0,0,0,0,0,6,0,27,0,49,1,71,0,0,0,0,0,0,14,0
Brunei,BRN,2022-11-21,0,0,0,0,0,2,0,33,0,19,1,111,0,0,0,0,0,0,12,0
Brunei,BRN,2022-12-05,0,0,0,0,0,2,0,13,0,10,8,129,0,0,9,0,0,0,6,0
Brunei,BRN,2022-12-19,0,0,0,0,0,2,0,17,0,2,13,138,0,0,3,3,0,0,4,0
Brunei,BRN,2023-01-02,0,0,0,0,0,1,0,12,0,5,15,125,2,0,4,5,0,0,1,0
Brunei,BRN,2023-01-16,0,0,0,0,0,7,0,11,0,0,22,108,1,0,1,5,0,0,7,0
Brunei,BRN,2023-01-30,0,0,0,0,0,2,0,17,0,3,16,104,6,0,3,11,0,0,5,0
Brunei,BRN,2023-02-13,0,0,0,0,0,1,0,5,0,1,6,110,6,2,3,19,0,0,2,0
Brunei,BRN,2023-02-27,0,0,0,0,0,4,0,2,0,0,3,65,2,21,1,56,1,0,0,0
Brunei,BRN,2023-03-13,0,0,0,0,0,0,0,2,0,0,9,79,3,39,0,73,0,0,0,0
Brunei,BRN,2023-03-27,0,0,0,0,0,0,0,2,0,0,0,56,18,30,0,59,0,0,0,0
Bulgaria,BGR,2021-03-01,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Bulgaria,BGR,2021-03-15,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Bulgaria,BGR,2021-03-29,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Bulgaria,BGR,2021-04-12,443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bulgaria,BGR,2021-04-26,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-05-10,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-07-05,74,2,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bulgaria,BGR,2021-07-19,24,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-08-02,5,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bulgaria,BGR,2021-08-16,4,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Bulgaria,BGR,2021-08-30,1,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Bulgaria,BGR,2021-09-13,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-09-27,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-10-11,1,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-10-25,0,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-11-08,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-11-22,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-12-06,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-12-20,0,0,0,730,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-01-03,0,0,0,353,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-01-17,0,0,0,440,739,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-01-31,0,0,0,154,1338,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-02-14,0,0,0,48,1077,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-02-28,0,0,0,1,522,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-03-14,0,0,0,0,181,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-03-28,0,0,0,0,84,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-04-11,0,0,0,0,21,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-04-25,0,0,0,0,9,131,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bulgaria,BGR,2022-05-09,0,0,0,0,4,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-07-18,0,0,0,0,0,10,2,0,6,136,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-08-01,0,0,0,0,0,2,0,0,4,164,0,0,0,0,0,0,0,0,0,0
Bulgaria,BGR,2022-08-15,0,0,0,0,0,3,0,0,1,175,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2021-08-02,53,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2021-10-25,17,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2021-11-08,1,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2021-11-22,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2021-12-06,1,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2021-12-20,0,0,0,103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2022-01-17,0,0,0,43,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2022-01-31,0,0,0,22,84,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2022-02-14,0,0,0,2,44,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2022-02-28,0,0,0,0,14,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambodia,KHM,2022-03-14,0,0,0,0,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,2021-09-13,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,2022-01-03,0,0,0,3,104,13,2,0,2,0,0,0,0,0,0,0,0,0,0,1
Cameroon,CMR,2022-01-17,0,0,0,2,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,2022-08-15,0,0,0,0,0,10,0,1,27,168,3,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-03-01,974,61,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363
Canada,CAN,2021-03-15,2152,57,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884
Canada,CAN,2021-03-29,4909,51,1281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3694
Canada,CAN,2021-04-12,4237,177,2373,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187
Canada,CAN,2021-04-26,5889,177,2330,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213
Canada,CAN,2021-05-10,6221,103,2598,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506
Canada,CAN,2021-05-24,4237,33,1923,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612
Canada,CAN,2021-06-07,2626,30,1233,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
Canada,CAN,2021-06-21,2156,22,710,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341
Canada,CAN,2021-07-05,1231,30,364,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
Canada,CAN,2021-07-19,391,6,249,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Canada,CAN,2021-08-02,340,4,169,4236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Canada,CAN,2021-08-16,334,0,95,10577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Canada,CAN,2021-08-30,136,0,46,14732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Canada,CAN,2021-09-13,81,0,19,12277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Canada,CAN,2021-09-27,9,0,2,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-10-11,3,0,1,8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Canada,CAN,2021-10-25,4,0,0,7263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-11-08,2,2,2,7429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Canada,CAN,2021-11-22,0,0,0,6919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2021-12-06,0,1,1,10573,179,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Canada,CAN,2021-12-20,0,0,0,8081,7193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Canada,CAN,2022-01-03,0,0,0,1496,16004,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,CAN,2022-01-17,0,0,0,423,14107,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-01-31,0,0,0,99,10232,739,6,0,0,0,0,0,0,0,0,0,0,0,1,0
Canada,CAN,2022-02-14,0,0,0,19,9073,946,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2022-02-28,0,0,0,10,7213,1733,14,0,0,0,0,0,0,0,0,0,0,0,9,0
Canada,CAN,2022-03-14,0,0,0,1,5090,2498,59,0,0,0,0,0,0,0,0,0,0,0,14,0
Canada,CAN,2022-03-28,0,0,0,0,4399,5580,245,0,0,0,0,0,0,0,0,0,0,0,32,0
Canada,CAN,2022-04-11,0,0,0,0,2205,8328,514,0,0,0,0,0,0,0,0,0,0,0,34,1
